free_text,label_id
và mê chim mê dzú đặc biệt ít quan tâm chính trị vận mệnh quốc gia,1
nói gì thì nói từ báo đảng là đáo tin được rồi,1
nuối tiếc gì bộ đồ đó khi đã bị tước quân tịch mà mặc hoài vậy thành?,0
xin chúc mừng các ông các bà đã bước chân vào con đường vì nước vì dân mong muốn của dân vì dân phục vụ,0
"bùn đất không che được tấm lòng, mưa gió không tắt được ngọn lửa tình quân dân",0
rất biết ơn ngài và nhân dân cuba,0
là sinh vật hay người ?,1
đề nghị cơ quan chức năng phải làm rõ để trả lại công bằng cho họ o thể để con sâu làm rầu nồi canh ảnh hưởng rất nhiều cho những người đang chân chính,0
lao gia khung tien tri cai con c.,1
rồi hẵng vội kết luận đúng sai khi mình chưa biết hết. một dự án tầm cỡ quốc gia và tầm nhìn xa hàng nhiều chục năm.,0
"xin chúc mừng , may mắn lần sau",0
t và các tỉnh cho 123 và những người mẹ hiếu học ba,0
chú bộ đội mũm mĩm rẽ thương chúc các con mạnh khỏe rèn luyện tốt để bảo vệ tổ quốc,0
con nay no đien roi,1
"ghê, chảnh choẹ",1
aespa đá vào bát cơm nhà bạn hả😝,0
abe mua áo như này là chet con di me sela rồi,1
tôi mong các nước tìm tiếng nói chung để giữ hòa bình cho toàn thế giới,0
thành phần tham gia giải bóng đá này chắc thuộc tộc mũ cối dép râu bên kia vĩ tuyến rồi.,2
lon roi an noi mat dai,1
nơi tập kích của hàng tàu . ai cung biết mà,1
chào cô bộ đội đáng iu!!,0
"mà t cũng đ hiểu, rõ ràng là bọn quan nó cũng dùng nước mà ? hay bọn nó có nguồn nước riêng nên kệ mẹ dân ??",2
dám chống lại thiên triều,0
giờ thì đến lượt đế quốc mẽo bất ổn. tất cả đều có nhân có quả hết,0
nhìn bản mặt lũ cc con mà mắc ói,1
bác ơi người việt nam nguyện sống vì quê hương đất nước,0
"biết hát quốc công an là đc. hát to hát nhỏ không quan trọng, không phải gào lên rồi nói bằng tiếng nhựt bổn mới là yêu nc",0
hải phòng quê tôi. tô hiệu,0
mấy người này là con cháu của tụi bán nước chứ ai nữa. đem vàng qua mĩ mà hãnh diện hả?? vàng của ai?? tiền vàng cũng của người việt của đất việt mà lại hãnh diện ghê. tụi bán nước tôi trộm cắp.,2
về lúc này không đơn giản,0
"tuổi trẻ là phải dám nghĩ, dám làm, dám cống hiến. đồng chí đôn chính là minh chứng rõ nét cho điều đó!",0
nga luôn thiện chí đặc biệt là năng lượng với vài nước châu á nhất là việt nam 😅,0
"chưa ra đã thấy chán hơn , ngáo đét",1
"độc thân thì được, sáng đi sớm hơn coi như tập thể dục luôn. có gia đình rồi thì hơi khó.",0
ủa anh hai bốn tàu đâu sao không giúp đỡ ?,0
đời lính kinh nhất là điều lệnh đội ngũ😀,0
buồn cho nền tư ư pháp việt nam,1
vl quản trị câu like vcc. mà đcm m. t không thấy chứ không phải chó hùa. m thấy không bình luận đàng hoàng cho ngta thấy thì m là chó j? chó động kinh hả,1
có con c nè,1
mắc bệnh hoang tưởng. chắc nó tưởng nó là bố thiên hạ. nhãi ranh,1
"éo lạ gì bọn tư bẩn , chúng nó thèm khát tiktok giống như một lão già tòm tèm một cô gái trẻ . hơn 150tr người dùng mẽo dùng tiktok , vào tay bọn này thì không khác gì một công cụ thao túng truyền thông với sức ảnh hưởng to lớn của tiktok trên thế giới . thà cấm ngay từ đầu thì không nói này ép bán mình , tung tin bất lợi . như trung quốc thì nó cấm cmnl gg yt facebook khỏi phải lăn tăn . mắc ói quá",2
địt,1
ông này chắc là bọn tân thiên địa nằm vùng bên mình rồi..,0
"đang thanh trừng để người mỹ thuần chủng. ra đường vẫn mang giấy đầy đủ, cẩn thận không thừa.",2
"trong lòng tôi rạo rực, hânhoan, hạnh phúc quá..",0
cái đờ mờ,1
khi bác hồ còn trẻ đó 😊😊,0
một cây chúng chồng giá bằng người dân lấy lương 2 năm nhìn rất,1
tài xế tên gì vậy ?,0
tai bã như tai trâu mắt thì mù nên ai nói gì mặc kệ v,1
"tại sao mọi người lại gọi bác tô long rồi gọi bác tô lâm, họ lả hai bố con đấy không phải cá mè một nứa đâu",0
đúng là một người làm quan cả họ được nhờ,0
sao thêd? thế kỷ trước bác hồ làm chủ tịch nước việt nam dcch giáo sư bác sỹ trần duy hưng làm chủ tịch ubnd tp hà nội 30 năm cơ mà tại sao bây giờ không ai dám làm chủ tịch ubnd thành phố?,0
diễn giỏi,0
mọi người điều cười vui vì thông điệp tích cực 🗿🥀,0
làm phát bác lâm bác liếc j đó nữa là ok,0
"nhục lắm.🙈 vì tôi là con cháu của vua hùng, bà trưng bà triệu.",0
hy vọng là người dân mua được vàng thật tại nơi này chứ mua vàng giả là xui nữa rồi,0
. ai khịa thầy là chetme đó nha,1
phan thị mỹ dung rambo nhấm rác rưởi,1
"phải cho nhb thế chỗ cho hdh, mới công bằng.",0
thả xuống thì dễ lúc hốt lên mới khó,0
biết vậy thì làm đi .nói đạo đức chỉ là chỉ là đàn đánh trâu nghe,0
tất cả các quốc gia trên thế giới đồng lòng đoi lại công bằng cho tiktok venezuna,0
cai mieng hay la cai ong cong vay,1
"tam quyền phân lập nhưng quyền lực tập trung tổng thống, quyết cái là chịu, trong khi 1 đảng nhưng chia 5 quyền lực, cái nào là độc tài?",2
quản trị cứ mà cẩn thẩn bọn dlv. cứ ghi vầy đụ má csvn,2
tầm nhìn của bác hồ quá vĩ đại. đối xử rất tốt với tù binh đặc biệt là phi công mỹ. một tầm nhìn vượt xa thời đại để rồi khi hòa bình lập lại rất nhiều người làm cấp cao trong chính phủ hay các bang của mỹ có cái nhìn thiện cảm và hiểu rõ cuộc chiến chính nghĩa của việt nam. và cũng chính họ đã đấu tranh bỏ cấm vận cho việt nam. hồ chủ tịch vĩ đại ôi bác vĩ đại quá cháu được 200like lần đầu,0
music bạn nói dị là bạn xạo lồn,1
lần sau bắt gặp chụp thành quả chủ vũng nước đái ghép lại. up nó lên gr cty cho đội quần luôn 😃,1
"trư bát giới bạn ơi, nó cố tình uống hạ sốt,khai gian thì bố cụ ô kiểm tra yte ở sân bay biết được à?? không thể tha thứ cho con chó này dc.",1
thế thì về lật đổ cộng sản luôn đi chứ chờ gì nữa? hay là sợ về rồi cộng sản chưa kịp bắt thì dân họ đã đánh cho đi gặp tổ tiên luôn rồi? 😏,2
lx má cười ỉa,1
"cho mình bổ sung nhé, thật ra tên đội việt nam tuyên truyền giải phóng quân không phải quân đội gắn với chính trị, mà là trọng đấu tranh chính trị hơn vũ trang",0
có con đu càng nào không nhỉ??,1
". tìm hiểu dùm mình nhen bạn, không phải cứ tây ăn cứt thì ta cũng ăn cứt nhen !",1
lisa là con phản động.. . sao bằng cô này,1
cộng sản là tội ác chống lại loài người,2
lính cứu hỏa thật là dung cảm,0
thành kính chi ân các anh 🙏🙏 thật tự hào và biết ơn các anh,0
"vấn đề là bao nhiêu được đưa ra trường sa, bao nhiêu để lại trường gần ?",0
có ai để ý rằng cái mẫu hình làm logo đại diện cho băng đảng của thằng vin vượn nó có nét tương đồng với cờ của đám giặc cộng sản trung quốc không? v éo biết team designer tụi nó nghĩ cl gì nữa 3,2
có phải thằng kim jun con không bà con,0
bác tô lâm là người của nhân dân bác là người có tư tưởng cải cách lớn để đưa đất nước ta ngày càng tốt đẹp hơn,0
mình cx đang đi lính như mà nói chung cũng sướng chả phải lmj chỉ ăn rồi mới chs đế giờ về nấu cơm😂,0
bóc lột còn hơn cả bọn thực dân nữa !,2
con nhà cộng nô có khác . dân có mù có điếc cũng biết cái quân cộng sản nhà nó là lũ bán nước hại dân . thấy mc phan anh được nhìu người mến mộ thì nó đi cắn người tốt,2
con điên xóm đao,2
"con nay kieu ha ,,mo cua no an cuc nhieu qua ,,nen len mang sua qua troi ,,do phan quoc ,,mo lon ,,linh an lon dap chet me no di ,,con cho vua gia vua sau",2
"đăng bài vớ vẩn vừa quảng cáo trang cá độ, vừa dắt được 1 bầy ricon",1
những mẫu thuẫn như gia vị của cuộc sống 🤣,0
nước nga đã từ chối hợp tác phát triển nhà máy điện hạt nhân với một số nước ở tây âu để hợp tác phát triển nhà máy điện hạt nhân ở việt nam,0
từ bi mà chửi đụ má đụ mẹ,1
tin deo gi cai bon cộng sản,2
yên tâm con đồ chơi sắp ra rồi 🤣🤣.pha dẹp đường đi vào lòng người,0
khánh hoà tuy không gần 35 nhưng lại gần 34 mà vẫn đành lòng không cho nghỉ. bệnh..thành tích em nói xong đừng ai ném đá em nha,0
một phút bóc đồng bằng cả đời bóc cức 😂,1
"đm, bực bội tức tối, cay cú rồ người lên rồi mà không được cất lời ca, xả cơn tức thì khác éo gì ngậm .c..ức vẫn thấy thơm,",1
"hồi đó tôi đi ở trung đoàn gia định,có anh em nào đóng quân ở đó không 😊 mình bên hậu cần nha anh em",0
chúc các chú bộ đội nhiều sức khỏe,0
"cứ nhìn thấy bộ đội là có tình cảm liền,xin chúc tất cả các chiến sĩ thật nhiều sức khỏe và tự tin, quyết tâm rèn luyện và bảo vệ tổ quốc việt nam tươi đẹp",0
emma nguyen vậy mà công an ngợi bên kia lắm.. về làm cười gì,1
lữ đoàn 409 anh hùng,0
tối con sẽ được gọi điện thoại về đó ạ phụ huynh cứ yên tâm.,0
nguyễn đức ánh khôn hơn cả họ nhà m.,1
minh luc co cai cam nhin vo la biết sua. nhung xau qua nhon. nhin la biết cam gia. xau. qua.,1
bộ công an ra văn bản quy định rõ là xong. xe tải hay bán tải hay xe con .. và được vào nội đô hay không là ok cần gì tranh cãi,0
phạm văn đồng bớt ngu đi được rồi,1
thuyết cc,1
địt mẹ thối nátt,1
"nhà nước việt nam là nhà nước pháp quyền . công dân có quyền tự do ngôn luận , nhưng phải tuân thủ pháp luật. thế mới giữ được nước , nếu không thì những kẻ có tư tưởng phản bội tổ quốc phát ngôn bừa bãi lôi kéo người dân lành nghe theo, dễ mất nước.",0
"công lý cái địt mẹ m à,công lý xử doanh nghiệp còn dân sai thì kệ mẹ à bố m đéo uống cái gì của thp cơ mà để những con chó như m cắn càn thì xã hội loạn cmm r m phạm tội xong m kêu m nghèo, mù chữ đéo biết luật thì m vô tội à thằng ngu, hay m lại bảo nó tống tiền là đúng đi",1
mặt như buê đuê ấy nhể,1
"chắc phải kiu tụi nó là zombie,t thấy i chang,ko có não,hở ra là cắn người tùm lum,riết muốn ở im đu idol mà chọc chửi không à",2
mình nói lớn mà ngu thì lại nói mình hỗn. ý thức như đachlone,1
vâ y nên bâ u thă ng cho quản trị na y la m đê. no gio i lă m,1
học sinh dốt kiểu thi chuyển cầm thuật ăn được ngả ngã về không phao,0
bui không ngoc ccj,1
ai là người bắc ở đài loan tìm tới nhà xử con này đánh cho cái mỏ nó sưng lên là nó hết chửi à,2
"hải yến bố con thần kinh, thở ra cái là thấy mùi rồi",1
"quý ơi là quý nhây gì ,mà nhây thế về đây tao cho nhây",0
"ngày xưa nó qua việt nam thả bom dân tộc mình, lúc đó mấy bác cứ đứng ra hoà hoãn thì nó lấn tới rồi, chỉ có đánh cho nó tan nát rồi mới ra đàm phán dc.",0
nói chung sinh sau sửa tên là xong,0
"h.è.n với giặc, c.ư.ớ.p của dân, ă.n h.i.ế.p dân, á.c với dân",2
có cái db bố mày tin ấy,1
mong cqcn vào cuộc xử thật nặng hai tên này để rang de người khác,0
thâ y nươ c ngta thâ y ham nhi n la i xư vi t ngan cha n,2
nhìn ô ôm ngực chết phút 1.10 giả trân rất chưa có kinh nghiệm diễn xuất🙄😀😀,0
be de roi lai con lam chuyện,1
"lò đã nguội, đổ thêm chút nước và thuốc kích rễ cái lò sẽ biến thành bình hoa muôn sắc muôn màu. hồng phúc của dân tộc..",0
"thằng này nó thuộc dạng súc sinh,k còn từ ngữ gì để miêu tả hết độ cặn bã, khốn nạn,bỉ ổi của nó,k biết thằng bố con mẹ nó nghĩ gì khi có thằng con như nó,k biết con vợ nó cảm nhận thế nào về thằng chồng thổ tả như nó, thằng súc sinh này làm bẩn thỉu bẩn thế giới đàn ông",2
"lòng tốt chính là thứ người điếc có thể nghe, người mù có thể thấy",0
"cảm ơn ông cha đã giữ nước cho các con cháu 1 cuộc sống hòa bình như hôm nay, nam mô à di đà phật",0
cho về đi làm ra tiền còn nộp ngân sách chứ,0
suốt ngày đi làm ô xin như con chó bên mỹ mà bị đá dập mu 2 lần rồi nên đi đái cũng khó sợ nó nhức,1
csvn đi đâu chả gây chuyện,2
"cần cho môn giáo duc quốc phòng vào cấp 2 để tiếp cần ,làm qoen với súng dan cho các cháu du điểm học tập dao đức tốt ..!..rất cần thiết ..!.. 🎉🎉",0
xem không sót giây phút nào. thật sự xem xong mới thông suốt và hiểu rõ.những kiến thức học được trong các cuốn sách lịch sử những năm c3. tôi thấy việc học lịch sử sẽ vui và thú vị hơn rất nhiều nếu có những video làm về lịch sử ntn. điều mà ngày trước tôi đi học không có nhiều những video tổng hợp dài và tương đối đầy đủ như thế nào,0
chị nầy là giàu thật.còn thần bóng râu đó nó sạo lồn mà.chị đừng chưỡi ba mẹ nó.e thấy tội cha mẹ nó chi ơi.chưỡi nó đi.,1
báo động hay làm gì ấy nhỉ,0
anh trung trộm vé số,1
sắp đi nhập ngũ mà xem này xong cái hào hứng ghê,0
anh làm việc xong đề nghị người có chức có quyền xử lý đồng chí này,0
đ nhặt được mồm với nỗi nhục của bạn này v,1
buồi to như lõi giấy vệ sinh nghe buồn cười vl,1
định lý cộng đồng mạng việt nam ng việt nam thường nghiêm túc vào những thứ không nghiêm túc nhưng lại thường cợt nhả vào những thứ nghiêm túc.😂,0
giống ki ki đi ngang cột điện.k kìm chế được phải đánh dấu 1 cái.,0
thằng xamlol. m không dùng hay dùng thì t care à,1
"chúc đồng chí trần quý đôn luôn giữ vững nhiệt huyết, rèn luyện tốt để trở thành sĩ quan chính trị trong tương lai!",0
thối nát.đkmm,1
chỉ còn băng đảng thôi ngài ạ,0
dm. chu ng bây su a bâ y co n no i a . nguo i ta no i câu na y chu ng bây di ch ra câu kha c. no i nguyên văn thi co pha i hay hơn không,1
sao ngu v bên kia éo chữa hiểu chưa con ngu,2
bạn ơi bác sĩ chữa bệnh ngáo đá đang trên đường đi tìm bạn kìa,1
đầy tội ra đấy .không phải hay gì đâu .,0
"tụi mày tuổi lồn, nói thế cho nó vuông",1
việc tốt người ta làm được nên khen ngợi và ủng hộ!,0
cứ cho chung than,0
mình là dân thôi nhưng cũng lo cho đất nước mình khi bi cô lập hoàn toàn.,0
ông nguyễn công khanh đang tự hạ thấp thể chế chính trị csvn,2
lúc nào mà chúng chẳng hô hào học tập và làm việc theo tấm gương đạo đức hồ chí minh.. nhưng thực tế chúng toàn làm ngược lại.,2
"phùng duy mà thôi kệ mẹ bạn, bạn ngáo vl, block",1
đây chỉ gọi bác hồ bác giáp với bác trọng thôi,0
thanh trẻ trâu đm,1
"kimthy lê dáng quần sang trọng , lich lãm, làm tăng sự chú ý của cô ý vào con cu của bạn",1
đây là lực lượng trẻ khỏe và mạnh nhất của tổ quốc ! cảm ơn các chú thật nhiều !,0
thế này thì còn lâu mày mới bước chân về việt nam được con ạ.,0
"bác tô lâm không thèm nói chuyên vói bon tôm tép ,vô tích sư, chơ tí bac mơi nói chuyên vơi cá mâp là trump",0
như thằng điên,1
là cháu nguyễn sinh hùng mà!,0
toàn dân tộc việt nam luôn ủng hộ bác phan văn giang chúc bác luôn mạnh khỏe 🌟💪💖💔🤡💯,0
râu sao so với rô dc.. cầu thủ toàn diện nhất mọi thời đại,0
công an sĩ k icm đéo gì 🙂 công an sĩ câm,1
con viết cfs này nên vào trại 🤗,1
viettel của quân đội mobile thì của công an,0
lũ bán nước đang ngồi lên mả bố mày quản trị chủi tiếp đi like,2
mày không thay đổi thì không những bị khóa mõm và khóa luôn cả tay mày luôn,1
nên vậy,0
phó chủ nhiệm ubkttp tân an long an không có bằng cấp 3 nhưng lý luận ct rất giỏi,2
nét mặt mắc cỡ dễ thương quá đi,0
"thổn lò ngồi góc niệm phật, đ j cx bị dí",1
xem cái này chỉ muốn ỉa vào mặt mấy thằng cho xây tượng đài..,1
không cần thận ong nó đốt cho sưng mặt!,0
cố lên nha không có chuyện gì khó chỉ sợ lòng không bền,0
thằng trung có con to lắm,1
"anh em sắp được thử cảm giác này rồi. bố em đăng ký rồi, anh em kiểu bố ơi con không đi đâu jazz",0
cần phát triển thêm nhiều loại vũ khí có mẫu mã đẹp và uy lực mạnh hơn nữa vũ khí càng đẹp tính công nghệ và sức mạnh sẽ càng tốt,0
già mà non quá aba,1
sau chuyến này vợ thương gấp ngàn lần hơn,0
"chất việt nam sợ , cho dù bị cả thế giới cô lập hay cấm vận, việt nam vẩn sống tốt.",0
"không cần giặt đánh, cứ để dân tự chết vì ngu thôi v",1
triệu s. tùng icon sớm cũng bị nói. đéo hiểu kiểu gì,1
"thằng quản trị phản động chỉ giỏi xuyên tạc đường nối chính sách của đãng và nhà lước, bôi nhọ các anh hùng nực nượng vũ trang nhân dân . hết đặt mìn xe đò thì đặt mìn bưu điện, ném lựu đạn vào chợ vào rạp hát, pháo kích vào nhà dân vào trường học không phải là khủng bố khủng mẹ gì hết, phải gọi là đi nàm kách mệnh mới đúng.",1
ông trần dần không tiên tri nổi cho ô năm 75 phải bỏ chạy nên ô mới mua nhà năm 72,1
bị đám tô lâm gài bẩy nhầm hạ uy tín phe quốc phòng phan văn giang đang rình rập chiếc ghế tbt của anh tô bò giác vàng,2
nghe công an bộ đội chạy mất dép 🤣🤣,0
tộc trưởng nói nghe xàm cặc. nhưng em thích,1
địtmẹ bọn dân đen như các ông thì làm gì..đau đầu thực sự,1
dat linh kiet ngan nam van hien không chon dung người chon sai hoac nham cung bi không chung no tat kia dat thanh ma bao doi chu tich thanh pho ha noi roi,0
biết đài 3 mấy năm lỗ dòng phim truyền hình vì kịch bản toàn m.á.u c.h.ó. nên xử lý truyền thông nó cũng phải tầm cỡ vậy.,1
đừng đùa với vũ khí của 1 cường quốc chuyên đi bán vũ khí nhé các đế chế xem thường lời cảnh báo của họ,0
vàng 30 triệu so với vàng thế giới,0
bác chính tinh tế lắm nha chỉ là bắt tay thôi nhưng bác chính nhà mình lại chỉ tay nên bắt tay thủ tướng nga trước,0
"tôi vẫn không tin bọn dư luận viên ngu học, cho tới khi đọc 1 top comment v. gặp người có kiến thức phản biện lại thì cụp đuôi ngay, chả biết ghi gì ngoài những câu chửi tục vô nghĩa. 3",2
lúc đi thì buồn lúc về vui vẻ há các con,0
sờ sờ tai cc j đây,1
chúc đồng chí thành công,0
"dan việt nam chỉ vo mồm chứ không hành động , để thời giờ di an chơi, thi hoa hậu, dan diem? giỏi trẻ giờ này chỉ có du trend với slay thôi.",0
anh đã trở lại và lợi hại hơn xưa!😄,0
chỉ có dân tộc việt nam 100 💯,0
sau đàm phán sẽ là tấn công 🤣🤣. câu nói thế kĩ của năm 2026,0
giàu quá trời mà nhà cha mẹ anh chị em ở việt nam không có lành lặn con cháu nghèo mạt đi làm kiếm từng đồng từng cắt nghe mất ói quá con bóng nổ banh xác,1
giờ mới biết con mẹ giựt nợ minh hiếu,1
lại còn nói thẳng là ukr là bọn gây chiến nên phải chịu hậu quả 😆,2
"dù ai nói gì tôi vẫn yêu và ngưỡng mộ triều tiên. họ tự cường, 1 dân tộc anh hùng",0
"những người đã chết vì bom nguyên tử chắc buồn cho hậu duệ,",0
bay anh lôi kéo việt nam cùng nhau như trước năm 70,0
cảm ơn những samurai cuối cùng đã ở việt nam chống pháp,0
à méo nên về nước thì mới đúng,0
bố tổ sư. súng bắn không trúng. để tao bắn cho phát chẳng lòi phèo ra. cạn lời,1
luật đã quy định như thế thì .. đếch cần một thằng tiến sĩ chuỗi nhu ông.. nghe mà không biết đường phan biên thì sẽ trả lời nhu ông tất .. vô sỉ ..,1
thăng địt lao nên lam quan chăng thê.cho va cho,2
"tau việt nam con bi chia sung,thi tau ngu dan lam được cc gi.",1
"thì quy định cán bộ cấp cao không được là người địa phương mà, ông chủ tịch hà nội lại là người hà nội sao được phải thay cho đúng quy định còn ông ta có thể đi làm chủ tịch ở tỉnh khác hoặc một vị trí ct nào khác là được màv",0
phương minn ngộ nghĩnh nhỉ lạ lone nhỉ ? rõ ràng cố tình tạo scandal để bán hàng online mà làm như hay lắm . sống bẩn thỉu v ai mua đồ cho trời .,1
mong bạn luôn giữ được lòng yêu nước trong tim,0
cả ngàn đại biểu qh qua 6 năm vẫn không thông nổi cái luật biểu tình dù nó có sờ sờ trong hiến pháp 2013 ! trong khi đó lại vung tiền làm trò mèo hù doạ nhân dân !,2
hôm nay cho mỹ xây nhà đại sự quán to thì nó cho về ở trước khi nào đây đu kết hợp com em nhà giàu du học mỹ về rồi kết hợp với nhau là ok thôi,0
hạ cánh an toàn?,0
tởm,1
"bác chính gần dân, có dân mới có bác, bác cần làm 2 nhiệm kỳ nữa.",0
con đĩ linh nc ngu vãi! ai xuống thăm nó chưa nhỉ,2
ok rất cảm ơn nên thế nữa đi,0
"nhin mat may, tao thay nhu cai l, địt mẹ may, thang dong nhoc",2
bác trọng chọn sai người rồi,0
đón trung quốc sang chiếm nước,2
không vô duyên vô cớ 1 nguời lạ mặt đến giúp đở mình và gọi mình là anh em đâu. tất cả điều có lý do của nó hết.,0
buồn! thấy mọi người đọc mà không hiểu được chiêu khích tướng của hiếu gió?,0
"bao nhiêu gái xinh , xinh hơn hoa hậu là toàn lấy chồng bộ đội 🤪 👨🏼",0
một lũ vi khuẩn ung thư giai đoạn cuối kk,2
gần gũi nhau thêm mạnh khối đời.,0
được rất đái anh ưii,1
đcm tướng mà giờ chơi loto để hy vọng. rất cả ..,1
mày về đái lên bàn thờ nhà mày đi quản trị xong lúc đó họ hàng khen mày giỏi vì từ trước đến nay chưa ai làm được thế hay chửi mày ngu,1
quần què gì quài z,1
"cảm ơn cu ba , người bạn tốt , chúng tôi đời đời nhớ ơn",0
cũng không thấy dùng công an ra để hù dọa theo kiểu đăng tin khi chưa kiểm chứng đăng tin khi không đúng sự thật nhỉ .🤔,0
chắc có sổ đen lâu rồi mỹ nó mới đuổi bà con cẩn thận,0
sư 5 2 năm của tôi thật đáng và đáng ghi sâu vào tim,0
"nó quản lí internet, nhồi sọ dân từng phút từng giây. dân trung quốc đông nhưng nói chung nòi giống cũng éo ra con mẹ gì.",2
đm m hồ khang ạ,1
"anh em gặp nhau tay bắt, mặt mừng, ôm nhau thắm thiết. viẹt nam nga bất diệt.",0
"gặp gà mờ thì chả vậy, chứ gặp dân có nghề xem, nó chả áp sát rồi làm cho mấy nhát.",0
cảm ơn đảng luôn là ánh sáng niềm tin 💞🍀,0
tặng cho những con bò thích làm theo và học tập theo..🤣🤣,2
"tiền vàng chức vi cao sang ,chết rồi thi cũng không mang đước gi, sao ta lại cứ sân si ,phước hoa người hưởng minh có ganh đâu",0
những cái ni là chống phá đó đừng có lên facebook,0
"đm! thắm ơi! lâu lắm rồi không chửi bậy trên fb, cơ mà đang cú quá, đéo biết giải toả ở đâu cả, viết ké ở đây nhé! cái đcm nhà m nữa! add bố m, bố accept xong lại chặn bố à? đcm! hãm lồn thế? bố đéo rảnh để quan tâm chúng m ăn uống ngủ nghỉ chơi bời thế nào đâu! ranh con đầu bà cmay! chỗ cm rảnh háng vào làm mấy cái trò ăn cc như thế à? cái đm!",1
chỉ hơi buồn vì tăng trưởng hầu hết tập trung vào bất động sản 😔,0
đứng bạn lâu thì tạm nghỉ ạ nhìn vất vả thế,0
giựt tiền của minh hiếu mà bài đặc xaoloz ở đây,1
trương q.huy ..trương chột dịch nầy trốn trong lùm nào rồi mà không thấy sủa nữa ta,1
chạy xăng e10 giống như người ăn đồ tẩm hoá chất,0
anh này đang phân luồng giao thông theo phong cách luật mới,1
con này rễ bị chặt đầu và tứ chi quá.đất đó t thấy nhiều đứa khùng con này không ngoại lệ,1
mẹ kiếp. công lý của đồng tiền.,1
đúng là 1 danh hài 102,1
vui quá các chú bộ đội thật vui ước gì mình cũng là đàn ông để được đi nhập ngũ nhỉ,0
xin hãy bảo vệ người lao động chân chính.,0
