free_text,label_id
trungggg quốc chắc_chắn sẽ không xâm_lược láng_giềng . vì công_cuộc xâm_lược đó đã được trung_quốc hoàn_tất lâu rồi .,2
sa i tiê n âm phu mang đơ i đu ng roi ta no i bê dê o việt nam_ai cung xinh ai cung đe_p sao be de o tư ba n no xâ u ma no ao no nô banh xax sa i tiê n am phu ma ng đơ i kk,2
đất_nước còn nghèo mà sĩ . ngồi trên đấy mà ra luật sao khi được lòng dân . cần xem sét lại và thảm khảo ý_kiến trước thấu quyết_định,0
benn my sao cunng co quai thái nnua vay troi . . sonng lam gi tro trat dat,2
chừng nào chính_phủ hàn lên_tiếng về việcccc hơn 20ngàn vụ cưỡng_hiếp do lính hàn gây ra thì t sẽ lên_tiếng,0
sao mấy stt này không thấy con chó dư_luận viên vào ẳng nhỉ ?,1
cuối đời rồi ông trầnnnn dần cũng nghĩ ra được để sam hoi đoàn_kết để còn một_số_thành_phần chống cộng nghĩ_lại,2
m pk thầy ba giống con gà điểm nào không thao hoang,2
"người bỏ công người bỏ của . đệt mệ kêu mấy anh bộ_đội quyên_góp 500tr đi thì khỏi làm , còn không có tiền thì bỏ công , so so cái quần_đùi .",1
abe hiểu ý học_sinh quá !,0
đi khai_giảng mà lấy cái bắn pháo làm thuốc_lào như thật,0
"jack hát nhạc_vàng thì hợp , luyến_láy như c",2
nó có ở sài_gòn đâu mà tìm,0
"1995 2019 vẫn đang dùng đường_sắt của thực_dân pháp để lại ,",0
đi bộ_đội về vứt đâu sốnng cũnng được,0
cc,1
"nó đang tự chửi nó , lấy chồng còn sinh con ủa mà nó đẻ được không ta ? vì nó là quỷ rồi ! . . bọnnnn bay thua con chó là con_người thô_tục từ_thiện áp_phe còn phước không ?",1
"càng hành ác thời càng x , a đ , ọ , a . ! bỏ nguồn lạcccc cội bơ_vơ . ! muôn_nghìn ức kiếp đọa xa l , i , n , h_h , ồ , n . ! nhân_quyền , dân_chủ , tự_do công_bằng . !",2
mot nnha nnuoc khonn_nnann,2
"ta chuẩn_bị quay về để đưa đất_nước ngang_hàng với thế_giới văn_minh bạn ơi , để cho bộ_trưởng bộ công_an , và công_an các tỉnh dẹp hết bọn siêng ăn_không chịu làm , tôi bạn , cùng tất_cả các bác , các anh , tài_giỏi , các nhà_báo , nhà_văn . các thí_sinh thi đường lên đỉnh olympia , cùng các nhà lão_thành ta cùng nhau về , đưa người dân_nghèo phát_triển ngang_hàng với các nước tư_bản hiện_đại",0
thôi thôi ông . cmn đê im . 🙂,1
biết là sự tắc_trách và ì trệ của hệ_thống ăn lương bằng ngân_sách trong nhiều lĩnh_vực,0
cả nướcccc đồng_lòng riêng em thi không,1
tao lao nua rui tran dan oi . chong dich chua xong o do ma chien tranh,2
dung hoàng lý đặng thị ngọc hà huỳnh thị hồng yến hứa tuyết nhi sẵn nghỉ rảnh không có gì làm nè,0
cô đẹp quá cô iuu,0
quang minh quang,0
tại thằng quản_trị làm đỉ quen rồi nên nó làm đó là việc xem cao_cả í mà,1
anh đánh_máy giỏi thật ! dám biến đường_đường là chủ_tịch của một thành_phố thủ_đô trở_thành tên nói_láo ! tiên_sư anh đánh_máy !,1
lão phét,2
"93 nguyễn thế bây_giờ còn chửi ai không , tụi bây cũng ít rảnh lồn quá mà , vô bình_luận cũng đàng_hoàng gì . . nói trên đầu người_ta không chứ đàng_hoàng gì",2
k atm cao_lãnh belike v,0
khoe khoan láo phét đeo . vàng g ã . s ng g a t o . !,1
"hỡi những con bò hãy cày và nuôi lũ này , mọi chuyện cứ để nhà_nước lo 😂",2
thế thua gì bác . . không công_khai mà cả việt nam điều biết tên e nó bác nghĩ ngta đón được sao ? ?,0
bảo yến t chửi m láo vcl,2
mài có óc chó để suy_nghĩ không add ? cái đồng băng đó mài tính đào hồ bnhiu cho đủ hả thằng ngu ? :v,1
huy phạm đề_nghị anh xuất_trình giấy_tờ hợp_tác làm_việc,0
đẹp_trai như thầy thì đ có ai mua ?,1
lào giờ gần như là của tàu khựa rồi thằng quản_trị ngu ạ . ủng_hộ cái mồ tổ cha mày .,2
tức xanh người,0
hahaj,0
linh_cẩu,2
2thag ôn_con đến cửa_hàng xe_hơi đòi mua siêu xe .,2
họ làm chính_trị liên_quan đến rất nhiều vấn_đề họ không cuối ra như dân đen vì kinh_tế vì mạng người cả thế joi nói tuần này biết ngay mình tin ô trum giải_quyết hòa bình thế joi,0
"phùng duy mà thôi kệ mẹ bạnnnn , bạn ngáo vl , block",1
ý_kiến cái nhân 💦,0
như thế này thì đỡ làm_sao được,0
loại nghiện game săm trổ không có tương_lai đâu nha,1
"ba mươi không tiền nếu đốt thì cháy được khoảng bao_lâu , nếu đốt từng tờ cũng không khỏi 1 ngày , thôi ráng đợi đến ngày lành tháng tốt rồi đốt cho cựu bộ_trưởng xài nha , vì tới giờ_phút đó bộ_trưởng muốn xài thì cũng phải lấy lửa đốt mới xài được chứ phải o ?",2
m làm cc j mà đăg cái bài ngu vậy ad ? choooo chúg vào chửi ngược à ? ?,1
"co ba oi tang con 10trieu xai duoc không co ba con kho lam hihi ,",0
thang bongggg gia_ngao da cai lay mieng may nhu cai cau tieu vay do,1
huyền khánh phùng ơ chị mặt nhiều lớp thế 😂,2
"địt_mẹ suốtttt ngày mị_dân , nâng bi tự sướng",1
đề_nghị tiễn putin đoàn_tụ với giáo_chủ cho có đồng_minh . !,0
ông ở lại là thảm_họa cho việt nam cả nước mong ông về đi ông làm tổng_bí_thư cả nước treo năm dủ cả cờ,2
mỏ này là mỏ gì đây mọi người,0
nguyen_huuthuc,0
"chết_chưa , bò đớp ke vàng kke",1
thôi bỏ đi mà làm người vcl,1
mua sịp cute mặc chưa mấy anh_em meii 😝 😝,0
62 nói càng càng tự vả,1
unesco chỉ cong nhận hồ 79 tuổi khi ra đi bác vẫn còn tr nh vl,2
hoàng xuân tâm mày muốn đợi tùng ra mv thì mày phải ráng chờ anh gd tung sản_phẩm đã khi đó tùng mới có ý_tưởng ra mv cho mày xem,2
giong công_an trong lozz lang_fo,1
nguyễn học_trò an thứ quốc lồn,1
muon tan 1 phat vao mat vãi,1
cực_kì cái con mã mẹ tụiiii mày chứ thuyết_phục 🤬,1
dân bầu_sai lãnh_đạo thì chẳng_lẽ là lãnh_đạo sai ?,2
07704402 . dt cua con do .,0
đêm nay ngủ đất luôn,0
hết nói nổi 😥 😥,1
thiênn_đườnng thuế là nngười dânn bị đánnh thuế hànng_đầu thế_giới đó hả mấy bác . kk,2
hợp lýyy,0
cả ngu cu đen chết dân thôi,1
"đúng vậy , bà tôi là một sản_phẩm của cs , bà là người con của miền nam , nhưng ba mẹ bà lại đi tập_kết và sinh bà ngoài bắc , bà sống mấy chục năm đầu đời trong trại trẻ gọi là học_sinh miền nam . cái gốc là bà vẫn vô_cùng tốt_bụng , bà không tham , không",0
con này nó chửi cho đã rồi lên khóc_lóc xin_lỗi sao nhưưưư bánh_tráng mặt lật dữ vậy_ta,1
"bọn đấy nó ngụy_biện mà , muốn trị nó thì phải nhắm vào điểm yếu và tập_trung vào đó . vd nó bảo đi biểu_tình là được cho tiền mới đi thì đạp lại bằng những thằng đàn_áp bắt_bớ mới là bọn được trả tiền để làm_việc đó . còn bảo làm được gì cho đất_nước chưa mà nói này nói kìa thì đạp lại bằng mỗi lần đi ỉa dội nước là đã góp_phần xây_dựng đất_nước rồi và cũng góp_phần trả lương cho nó .",1
"tụi mày tuổi lồn , nói thế cho nó vuông",2
noi chuyen tao lai người_ta hoi ong mot duong ong tra loi mot neo tao lao,2
lạy mấy ông sáng sớm mới thức coi từ tối qua giờ còn ám_ảnh đ dám đi đánh răng luôn,0
chi dep wa,0
mình bán pod nha,0
bu ng như con heo vâ y ma ba i đă t ba n thuô c gia m cân . uô ng đi rô i chê t .,1
quang minh diễn hơi sâu rồi đấy 🙃,0
1 lu ăn cươ p .,2
nghèoooo bày dạt nỏ . bién di_me oi,1
tường_vi rủ xong là khuya r đó ngủ luôn đi,0
chậm cái đcm chúng m à à mãi đéo chán nhai,1
không biết có ai nghèo cl việt nam nhận được số tiền tỷ tỷ tỷ của nó chưa . kể tài_sản của người khác rồi xạo lozz của mk . bóng này là bóng bẩn_thỉu bóng dũa nail chứ có ở gì .,1
nguyễn anh tuấn dạ . . trần dần là 3 nhưng mà que đã què nen không còn khả_năng xỏ_lá nữa chỉ cái tội bị mắc đường bố nói_xàm mà thôi 😁 😀 🤓 mỗi khi thấy lão tôi không_thể chửi nửa . . mà chỉ cười_tét_rốn vì coi như xem hài miễn_phí vậy_mà 😂 🤣,2
"ý_thức phải như thế mới đúng người biết bảo_vệ cộng_đồng , đâu như mấy cái loại trốn khai_báo , khai_báo sai rồi còn livestream khoe hay trốn cách_li đâu , ý_thức chuột cắn . hãm",2
đăng mấy clip cũ hoài tội người_ta . người_ta xin_lỗi rồi . làm_việc ý_nghĩa hơn đi . phản_ánh mấy người không có ý thuc chống dịch đi .,0
cuối đời rồi ông trần cũng dần nghĩ ra được để sam hoi đoàn_kết để còn một_số_thành_phần chống cộng nghĩ_lại,2
góc quảng_cáo,0
ông trần dần tiên_đoán khi nào việt nam sang giải_phóngggg bắc kinh ?,1
mong thay co nhung giao an xin xo de em hoc hoi va không lam ganh nang cho team nua 😁,0
nó dốt nhưngggg hay nói lý lắm,1
"phải nói cho rõ là chính_phủ tặng chứ thủ_tướng lương có hai chục triệu thì lấy đâu ra tiền mà tặng , thực_tế thì ông cũng không bỏ tiền_túi ra ! :v",2
"93 nguyễn tao theo_dõi linda từ 2013 tới bây_giờ rồi chứ không phải mới_đây mà biết hay không biết , tụi nó bình_luận ít có xàm lồn quá nên bị chửi là vừa , rồi nói bình_luận khen mà cũng bị chửi là do tụi nó bình_luận khen trên đầu trên cổ người_ta đm ai không chửi",2
ở nhà nó đại vô lụi cười rớt nước_mắt,1
ok anh ưi,0
thùy trang thứ điên nó v á màyyyy,1
phương xuka chị xuất_hiện trong vid kìa,0
hài thế 😂,0
tết nay,0
cười xỉu 😄 😄,0
thắm thối lồn viết văn dài quá . cầnnnn địt gì để_ý cái bọn không biết gì .,1
ở hà_nội đánh nhau như phim trung quốc chắc đạo_diễn báo_công_an rồi nên không có đi kiểm_tra . có quay cả cờ vô nữa bảo_đảm tụi trung quốc không làm phim này,0
nnói trứ thấy bà nnày nnói_truyệnn cứ sao sao nnhư conn khùnng,1
bên tàu cộng chắc_chắn cũng có giải cấp nhà_nước này 🤣 🤣,2
phát võ,0
"đm , đéo hiểu sao cái đầu của nó lại nói ra được những lời đó , so_sánh nó với con chó thì nhục con chó qá",1
ok các cháu,0
quyềnn bộ_trưởnng ráo rục trứ đâu phải giáo_dục đâu nnhỉ,0
thằng lồn này chỉ biết tham mu chứ biết cc gì,2
nguyễn đức bạn là chó . cũng là món ăn,2
thật riết tưởnng idol là trâu_bò khônng đó 🥰,1
quan kiểu này chém chết,1
cái thần này . gió chieu nao . che chiei đo . khau ngiep . chet không đau thaiiii,1
con cẹc,1
toàn tội_phạm nếu cho nó tự_do sẽ ra sao ? và nếu chúng hoạt_động gián_điệp và cấu_kết những thành_phần 3 càng nội_địa thì thế_nào ?,0
m nói_láo chứ ai,2
học lớp ba làng còn làm tbt được nửa kia lớp huống_chi 9,2
"dùng được trong 2 năm là còn may , đéo biết nổi 2 tháng không",1
cộng_sản như bầy sư_tử săn mồi ! gặp phải thứ gì chúng cũng muốn cướp hết và bất_chấp tất_cả . trừ khi người bị cướp đủ năng_lực chống_trả thì chúng mới dừng . bản_chất của lũ cộng_sản là cướp và cướp .,2
julia trần youtube có chỉ cách phân_biệt bạn nhé,0
rác_rưởi háng như_chơi,0
bộ 🖕 bị phê đá hả 😞 bạn 🏻,1
khởi_động để mai tung con_bài tấu hài vào,0
iran cứ sinh_tố bơ là đái ra quần ngay . bị bắt bài rồi,0
"tạm dừng dùng facebook làm gì anh ơi , mặc_kệ miệng_lưỡi thiên_hạ họ nói gì thì nói , đâu phải ai cũng là người trongggg cuộc đâu . vì_vậy anh hãy tiếp_tục sử_dụng facebook đi , để còn biết trên facebook anh đang bị cđm chửi sml chứ",1
nguyễn thuận bình_luận não đi bạn,1
đitme nngầnn ấy tuổi r mà khônng biết đónng cái khóa quầnn vào thằnng đĩ vượnn nnày,1
page của mày zô xàm loz quá . . riết toàn ngta h chửi cha mắng mẹ mày không vậy quản_trị,1
sao không trả_lời biết hay không thì chúng_nó vẫn chọn ăn phân là vinh_hạnh đó,1
quả đầu sáng nhất đêm trung_thu là đây chứ đâu,0
trai làng xai id trong video nhé bro,0
tủn 3k nghe nói xạo l ồn quá tr vcl,1
"đizz mẹ nó giết dân từ từ hết chuyện này đến chuyện khác lũ chó quân ăn_cướp chứ đéo phải là quân yêu nước , bây h nó còn rước giặc tàu rồi mở đương cho tàu qua giết dân ta cho nhanh , đưa formosa zề giết dân ta bàn chứng cụ_thể ai_ai cũng thấy :))",1
cái con này saoooo xe bắt chó không bắt nó giùm cái,1
"chị ba nói đúng rồi . chị ba bán_nước cầu vinh . đời ông cố nội thằng_cha chị ba , tham sống sợ chết đầu_hàng giặt",2
ý là quan_điểm ngu thì đừng có bày_tỏ mình được không,2
đa_đa o hàn xe ng bi cộng_sản mua chuô c treo cơ ma u ! ! bên cali ma_bă t chươ c treo thê na y chă c nhiê u ông ba đư t gân ma u tăng xong chê t qua 🥶,2
ngta bán để kím sống . . tụi m lấy hết thì hỏi sao lại có trộm_cắp ở đây . . lũ óc chó chó,2
e mất fan cứng r,0
xin chúc_mừng với đbc thoát khỏi nanh_vuốt s mặc_dù tôi không biết ông là ai ? xin chúc_mừng !,2
sống chậm đi các pro 🤓,0
tẩy_chay con chó này . bán toàn hàng giã,1
yêu cô vì lúc_nào cô cũng mang lại nhiều năng_lượng sống vui_vẻ và tích_cực . i love you chu công_an mo 3,0
"không phải ai khuyết_tật cũng bán vé_số hay ăn_xin , vẫn có thằng khuyết_tật đầu ngoẹo sang một bênnnn vẫn được làm quan thái thú cai_trị một dân_tộc đó !",1
anh trung bú đá,2
bà này nhiều tiền quá đâm_ra điên cmnr,1
hahahahahahaa,0
ghi nợ minh nguyenđoàn ngọc huyền,0
chỉ có những người ăn_theo chứ nhân_dân ai cũng ngán_ngẩm,1
"mày có biết là cái lòi cầm_thú chống_chọi zs bão lụt mà không ai quan_tâm tới là cái loại gì không , loại xúc zật nó làm cho có chứ chống_chọi con_mẹ gì tụi nó ăn của dân quá nên bây h phải chịu trách_nhiệm đứng ra chóng chọi cho có thôi con chó à , hoàng_lệ",1
"già rồi bà_già . bớt cái mồn lại tính_chuyện đất_đai nằm ở đâu và đi về đâu đi bà_già . trẻ trâu làm gì nó làm , mình già quất cần_cẩu rồi mà tào_lao .",1
e chưa tỏ_tình,0
hệ_lụy củaaaa việc phát_triển đô_thị nhanh hơn tốc_độ phát_triển dân_trí,2
có công thì thưởng có tội thì phạt . chứ có như đất_nước tự di_dân_chủ đâu . trốn_thuế bao năm vẫn được bầu làm tổng_thống . :v,0
chào em ! hôm_nay em đẹp lắm luôn . bọn chị ủng_hộ em ! em hãy dùng văn_hóa chửi chửi đau chửi đớn con chó linh em nhé . chào em . @@,1
aatrox nữa,0
vũ hoàng sao bảo bị bế đi r 😂 😂,0
trên thư c tê ca i xã_hội na y la đê n bo n tre con no co n biê t vê thư c ta i xa hô i chi nh tri co n mâ y ông â y â y la i ô câ n biê t,2
mẽo làm_ăn chán thật !,0
tận_thu rồi ! giờ người nghèo biết sống sao !,0
hat nhu lon 🙂,1
sống già thằng bẩn quá,1
nghĩ làm gì nhiều cho mệt đầu . về làm ly ngũ_cốc xong đập bốp đầu_vào gối ngủ đến sáng_mai dậy làm tiếp thì sao mệt được,0
"thua cai nay nhug hon cai khac , tham nhung , quan lieu , yêu sach , hiep dap dan th nha nuoc việt nam lun so 1 . .",2
"cha truyền con nối mãi_mãi khác gì vuaaaa chúa phong_kiến thời xưa , xhcn là phong_kiến_tập_quyền",2
sang xử_phạt nốt mấy à ộp pa vì tội ngày_xưa xài nhiều cfc quá nhé,0
việt việt mà đéo được về người . đâm_đầu chết mẹ đi cho mấy mà vừa_lòng .,2
con này nó chửi cho đã rồi lên khóc_lóc xin_lỗi sao như bánh_tráng mặt lật dữ vậy_ta,1
lê hà_thư,0
tập cặn_bãããã,1
mốt lại có vài đứa lại hỏi thầy ơi sao tài_khoản em trên shop của nextgen,0
may giau qua ha sao may duoc tien cua chi minh hieu 😡 😠 may sao 😈 mat day qua da may,1
"con na y thư c sư no giô ng như con thu nhô t lâu nga y , no chư i ca dân tô c , cho du thê na o chăng nư a no cu ng pha i đươ c truo ng tri đê la m gương cho như ng ke kha c viê c no xin lô i mo i ngươ i co châ p nhâ n chăng nư a chă ng qua la mô t ti nh tiê t_gia m nhe thôi chư co n tô i cu a no thi không thê tha thư đươ c .",2
những con sán dây tuyên_giáo,2
"nguyễn tuấn hiệp , nhưng thực_sự nhạc nhẽo đéo nghe nổi hết 1phút",1
táng chết_cha tụi mày lũ học_trò l,2
mong_cụ về việt_nam sớm bằng đôi chân khoẻ_mạnh chứ 2022 cụ về bằng hòm là cả triệu người khóc,0
mấy thằng công_an xã học chả hết cấp 1 mà cũng có bằng đh cơ à,2
"thời_đại h làm j còn giang_hồ . toàn tụi lưu_manh , chó sai cho công_an . vì đồng_bạc bán rẽ lương_tâm . dùng từ giang_hồ thì xa_xỉ quá .",2
nếu bò viên cá viên ăn nhiều ngán thì về việt nam há mồm ra bảo_đảm dân việt_nam sẽ biến cái lỗ mồm ông thành cái bể_phốt . và ông chỉ cần nhai thôi không phải làm gì hết . 😁 😁,2
"tàu_hũ in tiền sang việt nam gom đất , nhà , vàng và mua_chuộc chó với đầy tôi",2
"thằng thuyvan chuyên đi soi_mói tra ip mem như con đàn_bà , trư khinh",1
đặng lê nguyên nguyễn tấn quí,0
"nên làm , hạn_chế tình_trạng lệch_lạc trong giới_tính , sinh ra một_số_thành_phần đực không ra đựcccc mà cái cũng chẳng ra cái",2
chạyy nhanhh đii,0
em thử tranh_luận chính_trị với đám cầu_thủ đỏ đó . . sẽ thấy tụi nó chửi em không khác gì bọn bò đỏ nhé,2
"thằng vô_danh tiểu tốt này chấp nó làm gì , cho vài tệ nóiiii cái đéo gì nó cũng nói , có khi bảo nó chửi bố nó nó cũng chửi . kệ nó đi ! bao_giờ là quan_chức hẵng hay !",1
đề_nghị tiễn putin đoàn_tụ với giáo_chủ cho có đồng_minh .,0
khẩu nghiệp tụ vành môi v má,1
phùng khắc hoàng linh cũng thế hả c 🤣 🤣,0
ủa ? ? bác làm vậy ai chơi lại bác,0
cảm_ơn các vị lãnh_đạo đảng ta đã tạo điều_kiện cho những đứa trẻ như con của tao vừa sinh ra mình mang nợ trong đã .,1
phạm trân bê quá thì làm gì 😂,0
con điên có gan nói mà không có gan mở bình_luận cho người_ta . bình_luận,1
xàm lồn vậy luôn sao,1
em yêu thầy và yêu các bạn nữa chung lớp nha dấu bé 3,0
chị hay lắm à nha,0
mc nhạt quá,0
thôii a3 về đi em về trước_đây,0
lũ ngu dânnnn,1
em cũng muốn như anh 😆,0
báo_chí gì mà nói sạo lộ_liễu . nản,2
cả team đi làm nồi lẩu luôn à,0
"như con c . ặ . c ,",1
con chó điên :)),2
đã trỡ về thời_kỳ nguyên thủy_đồ đá ? vãi,1
anh đánh_máy giỏi thật ! dám biến đường_đường là chủ_tịch của một thành_phố thủ_đô trở_thành tên nói_láo ! tiên_sư anh đánh_máy !,2
"kinh_phí hoạt_động của bộ công_an do ngân_sách nhà_nước cấp . không biết họ có ngân_sách ở đâu mà xây sân bóng khủng như_vậy ? ở các nước sân vận_động tổng_hợp do nhà_nước đầu_tư , sân bóng_đá clb do kinh_phí ông chủ đội bóng xây . ở ta , bộ công_an như một quốc_gia trong một quốc_gia_vậy ! có sinh phải có dưỡng , nhìn gương sân mỹ đình thì biết !",0
đào mả nnó lấy đâu ra 1 tỷ đô mà góp vào cái quỹ đó ? ?,0
cuối đời rồi ông trần dần cũng nghĩ ra được để sam hoi đoàn_kết để còn một_số_thành_phần chống cộng nghĩ_lại,2
"đổ đổ cc , quản_trị bộ mày muốn cưa chưn rồi bà bộ_trưởng đến thăm mày rồi đổ_thừa cho cái số à ? ! đm , khôn thì im đi nha , tụi nó không có lương_tâm đâu , sẽ hiếp nắng mày cho tới chết đó , ý tao là ám_chỉ mấy thằng dư_luận viên kìa .",2
ôi cái đấtttt nc tôi,1
cụ khoẽ lắm chúc_mừng cụ con nghĩ bài quyền này gọi là ngọc trãng quyền,0
trần thanh khi nào mà m nhắn qua cho t câu đuỹ lone khốn_nạn ghê là t hiểu r đó,2
má bẩn_thỉu vl,0
xao cười ma noi không so meo mieng nhi,2
chi oi chi chua gap bac ky dau loi chi ma gap roi chi không con kip keu mot tieng troi dau chi ak . it nhat chi cung nghi den người nha chi chu . chi o dai loan ma chi dang noi tieng viet ma . chi tu chui minh thoi . nguoi ta không xem chi ra ji nen người_ta goi noi vay thay . xi nhuc do .,2
tung nguyen tại chắc sợ bất lịch_sự với khách_hàng á,0
ba_que có một đệ nhất quốc_sư như_vầy làm_sao mà không hẹn nhau tấc nhiêng là đến mùa chuối sẽ cùng nhau về phụt cuốc ! ?,2
"văn_hóa xứ bắc hà có khác , thô_tục",2
chú trung đầu l chứ chú tí đầu lân clg 🤣,2
adm,0
chị ba vàng_ngọc có cây nọc giữa háng,2
thằnng xamlol . m khônng dùnng hay dùnng thì t care à,1
trung quốc chắc_chắn sẽ không xâm_lược láng_giềng . trung_quốc công_cuộc xâm_lược đó đã được vì hoàn_tất lâu rồi .,2
nói_dối làm tim tan nats,0
đcm,1
nói ngu còn nói lớnnnn 😆 😆,1
"đang nói đến sự bịa_đặt của từ_thiên_đường xã_hội chủ_nghĩa . lại tổ lái sang từ khác để lấp_liếm à . thôi trả_lời đi , có tài_liệu nào chứng_minh từ này có ko . hay toàn từ mồm bọn chống cộng ra",2
sung ban không_trung dao chat không dut ma tron so covid,0
người like thu 100 d,0
này là đế_quốc quẫy muốn chết chứ ở đó rẫy chết,2
"quá troi xl năm đm bán hàng 10 , , bớt đi cd oi",1
người dân cu ba hqyx cói gắng kiên_nhẫn làmmmm theo mác lê nên mới có độc_lập tự_do mới lâu_dài . đừng có nghe bọn phản_động mọi ngư ời sẻ bị độ hộ và bóc_lột lũ cớp bóc_lột và đô_hộ không_thể_nào làm mà không vì lợi_ích của chúng . các ban cu ba cố lên đoàn_kết với lảnh đạo chống kẻ_thù,0
😂 🛩 🚀,0
ghét mấy thằng lìn quay dọc vl,2
thời_gian thật nghiệt_ngã 😭,0
thằng già kia đứng cười chứ,1
"bận đi tuần_tra biển đông giúp đông lào nữa đó , bạn sao không kể đi .",2
lê thế hàoooo cc dell bk cailoz j ve nghe thuat im,1
nngười nnhật đã làm tro trủ tịt nnguyenn đúc trunng mất phầnn ănn !,1
hôm_qua xét_nghiệm ra âm_tính rồi hôm_nay mới thấy đăng bài ?,0
quynhanh dt nên t cũng đứng lên luôn á,0
bọn . nó đag di_tưng bước 1 đó . eu k hề đơn_giản,0
nghe thơm nhưng lại thối 🙂,1
"đm , chắc lại rút sợ dây kinh_nghiệm thôi mà",1
ai đây không phải thầy của tôi,0
3 chicken,0
con gì trông cửa trông nhà,0
nhìn xấu rất nhìn cái mặt vẫn còn dẫn og đi phẫu_thuật rồi gì còn xấu còn như đàn og,1
1 tỷ là tấm vải trùi lonn nnhưnng trị 3 đâu có lonn đâu mà trùi tới 1ty,1
chỉ có mấy con thùng thần khùng và vô_học mới khen hay và mùi đả lớn mà nói tuc mà mọi người còn cổ vủ hay tôi tinh toàn bị hư học coi đi_đồng nay sắp lắc đi,1
hop_li,0
"nếu nó niêm giá thì lỗi do người mua mất cảnh_giác ! sống ở thiên_đường mà mất cảnh_giác là sa_chân xuống hố ngay tức_thì ! đi xe_ôm cũng phải hỏi giá , mua bánh_mì cũng hỏi giá . . đến hối_lộ công_an hay bác_sĩ còn có khung_giá ! không hỏi thì đừng trách . . thiên_đường khốn cmn nạn !",2
tôi nghĩ tiền không làm gì được các ông ạ,0
mấy thằng ngu_dốt mà tại_sao gọi bọn nó là nhà trí_thức ?,2
cờ giáo_hội . . tượng_trưng cho hòa bình với công_lý . không biết sao,0
thầy xạo cười . 🙂 vl,1
mikaela hyakuya thăng cái vẹo gì tầm này . . đinh_la chủ_tịch còn hẹo . . dăm_ba thằng chủ_tịch ghẻ,1
ducc huyy bớt ảo dùm 😏 😏,1
cho xin facebook danh hai trần dan di_moi người,0
mồ tổ cha bọn nó làm_trò_hề với dân . . một bè lủ hành dân để làm moi dân tiền . .,1
bây_giờ cảnh_sát ở hk là hắc cảnh của trung rồi đâu còn của không nữa mà tụi nó nhân_nhượng cho dân hk .,0
bh nó làm quả múa quạt của cậu bảnh thì còn vl nữa,1
"lâu_nay để_ý . . bãi cức , cống , rác_thải các loại đều có dấu răng của thằng quản_trịịịị hết . . báo ngta đăng h nó copy rồi sủa vài tiếng ẳng ẳng cứ như mình là thánh biết hết rồi . .",1
"đọc báo trung quốc còn ác hơn , ảo ma như phim ấn_độ",1
đúng rồi phải cùng nhau chống giặc chống cướp ngày cướp trắng_trợn chứ,1
nó dốt nhưng hay nói lý lắm,1
