free_text,label_id
"bao binh tôi 1 tháng được 20tr gửi về gia đình chi tiêu, cũng cái cảnh xa quê hương đất nước mới có được như vậy, cũng là có gọi là nổ lực như chị ko, chứ tôi nổ lực mấy năm r mà có cảm thấy giàu lên được tí nào đâu",0
hữu nguyễn căn cứ vào hàng bình luận luôn,0
duyên suk chả liên quan nhưng avt của bạn là nữ sát thử thần tượng của tôi 😄😄,0
alo à độ ơi,0
mixi said bố mày thách mày đập đấy,0
she and cam ly looks alike,0
thằng già kia đứng cười chứ,2
độ cáp tần,0
e bán nha các bác hàng chuẩn tây bắc luôn,0
ngầu thế. không giống tộc trưởng ẻo lả nữa r 😂,0
hi vọng chị kế toán cũng thấy cái này. chị ơi vì một cái tết ấm no hãy thương tụi em,0
lanh dao dang nhau phat bieu coi ai la quan quan phat bieu ngu nhat day ma,2
tôi mà thấy anh lên facebook tối nay là biết tay tôi nha 😀,0
dù gì thì đó là ý thức tự giác cần khen ngợi chứ không trốn tránh cách ly,0
thuy anh vusami anh nhớ nhá các chị,0
"hải yến kệ cm m luôn, tụi t thích là đx",2
nặng vl 😃,0
"đây là doanh nghiệp đề nghị nhé, chứ chính quyền chưa đề nghị đâu",0
tộc trưởng nghỉ lễ vui vẻ,0
già mà non,0
huyền khánh phùng hệt nhau😆,0
phú quốc lâm mai linh chết người kìa à,0
"đồng lòng , đồng tâm và đồng ý thức nữa ạ 🙄",0
tien tri gì nói chuyện không đâu ra đâu. lạc đề mấy chục lần vậy ô noi.,2
đỗ thuỷ trinh tứk,0
cảm ơn phim nha,0
lê nhật trâm khúc cuối quái vật táp đứt đầu kris 😞,0
con này em ruột chà mu hay gì mà ăn no i cốt cách lươn lẹo giống nhau ghê,0
nghe rất yếu sinh lý nhưng lại yếu cả sử địa toán văn anh ??,0
ngu mới tới những chỗ này,0
chị ba vàng ngọc có cây nọc giữa háng,1
cực kì thuyết phục,0
anh này có kết quả âm tính từ tối qua r nha,0
sinh sống ở nơi văn minh mà vẫn phải về việt nam để chữa cơ à,0
việt nam hiện có rất nhiều chiên da quân sự và địa chánh trị . còn chiên da kinh tế tài chính thì phải cả chục nhưng toàn hiến kế lừa đảo.,1
"đề nghị add cắt ngay chức vụ fan cứng của mình, và trao cho người xứng đáng ! mình chỉ xem chùa thôi bực mình",0
trend này bé hon bắt từ hồi chục năm trước 🤣🤣 nguyễn ngoan phương phương,0
thôi hoà bình công lý gì? làm loạn 3,0
phạm minh tuấn cày vew nhiều quá mà. nghe 1 lần là biết như nào r,0
..,0
bảoo duy thích em nào liên mạc nói mẹ đi,0
xin lỗi vì thích em vào thời điểm anh không có gì trong tay,0
trường hợp này có cho tao cũng đéo húp levi said,1
quản trị ngu không biê t xem thơ i gian hay châ m tiê n so vơ i thơ i đa i vâ y? tư thơ i ky na o ma giơ lôi lên,1
"cai cười me tôi may nhìn đi , tôi mày nhin cho ki anh ba chỉ làm được một lần nv thôi , được chưa , cđm tôi mày",2
tôi thích pết,0
tha bơ đi t cộng sản chư không bơ đi t lu cho chu ng ma y,2
à để em,0
đm cuộc đời nên có 1 độ thôi mệt vl rồi 🤣. 8 ông như ông độ nghĩ đm việt nam n loạn vl..,1
lỗ đít nè chơi đi,1
bao giờ có hướng nghiệp nghề này thầy ơi,0
trend này các bà quê tao tạo ra từ mấy chục năm trước rồi,0
nhà bán bom,0
kéo lên top nào mọi người ưi,0
dân tộc trường tồn là sao? ai cắt nghĩa tại sao phải viết như vậy đi?,0
quan kiểu này chém chết,2
duy tran khẩu trang có bán không,0
my hi hi phải không dị,0
ăn điêu nói hớt quen.,1
vậy nó có ảnh hưởng gì tới cộng sản chưa ?,0
bảo yến t chửi m láo vcl,2
sang itali hay london mà cách ly cho đỡ ngột ngạt,0
"tam quyền phân lập nhưng quyền lực tập trung tổng thống, quyết cái là chịu, trong khi 1 đảng nhưng chia 5 quyền lực, cái nào là độc tài?",2
hello tran tiger,0
giống vl,0
ai mà chẳng muốn đẹp,0
"xàm ghê, có miến ziên nào chết liền , tự nhiên so sánh với lisa",1
ăn nói dậy trời hổng đánh là mai,0
"tao thấy mày giống sát chết đang ngồi quán, con quỷ ơi",2
"địt mẹ mấy thằng hay phân biệt bắc nam đâu rồi , các nam kì boys đâu , sao không vào đây phân biệt hn sg tiếp đi nào ?",2
ma thuô c loa i nhiê u chuyê n. trai không ra trai.gai không ra ga i.ma bay đă t lên la m live chim ma.,2
treo phòng vệ sinh nữa hả 😑,0
bộ phim triệu view,0
dữ.. chắc t cũng ghé ra coi sao..,0
chúc mừng thầy,0
hóng dư luận viên vào liếm,2
trâu bò ngựa quả này tắm giặ hết rồi,0
tộc trưởng bị cáo hành không khỏi được,0
a..a..a..cái thằng mất dạy nào định tập tành làm sâu mọt của dân đây v,1
yêu cô 🥰🥰,0
trần thảo nguyên nhắn tin m ạ. sỉ ktrang sll,0
xem anh cứ phải cười cười này mixi cứ phải mười mười này 3,0
nhanh vl các ông,1
qua tr dth,0
"nghe à độ tư vấn cho vui thôi, chứ nghe theo có mà bán nhà",0
coi từ đầu đến cuối cười đau bụng 😅😅,0
thich anh chau qua à,0
hãnh diện về người thầy có tâm nhất của năm.,0
ai dám đụng đến thằng bạn vàng của tao vậy?,0
pr liên quân à,0
trời ơi..cô dễ thương xỉu,0
tìm một bạn nữ cùng cover tình yêu của nhà anh mixi,0
gặp trường hợp này e thường chạy qua bàn khác 3,0
"đéo chấp loại này vì nói gì nó cũng vậy thôi, anh em kệ nó đi, chắc nó là bảo vệ ở đó đó",1
mấy cái người mà kỳ thị lgbt thì quá là lạc hậu. chết 100 kiếp cũng chưa hết mù nữa,2
"nỗ lực của bản thân sẽ cho người khác cái nhìn hoàn hảo hơn chứ không chỉ mỗi tình yêu và sự bao dung vì sau này tình yêu không làm cho cuộc sống ấm no đầy đủ về vật chất mà chỉ về mặt tinh thần, tình cảm,.. vậy nên đi kề với tình yêu cần có sự cố gắn",0
"i lớp du chu cờ mo, em yêu anh cho gờ koo",0
tôi thấy cái 200kg dth hơn là cái 65kg..,0
hay quá cô yêu,0
mấy chục năm trước cũng y chang z,0
thế vinh susana hoàng kim giáp 😂😂,0
sợ quá sợ quá phải ban nó thôi,0
dân nghèo xem tin tức thấy thủ tướng nhắn tin sẽ tạm quên đi đói nghèo,0
con chó điên,1
"mà khổ , con mèo nhà anh độ thì nhậu nhẹt suốt ngày, có khi lúc đó đang say xỉn với mấy con hàng xóm ấy v",0
"bao phòng chưa anh, chứ em thấy giá đó hơi chua",0
bố tổ sư. súng bắn không trúng. để tao bắn cho phát chẳng lòi phèo ra. cạn lời,1
coca chả giò đầy mà khóc lóc gì. đuổi nó về ngay trai tráng gì mà yếu đuối.,0
"khai mạc trọng thể đại hội đại biểu toàn quốc lần thứ xiv của đảngsáng 20 1, đại hội đại biểu toàn quốc lần thứ xiv của đảng cộng sản việt nam đa khai mạc trọng thể tại trung tâm hội nghị quốc gia, thu đô ha nô i.ttxvn, cand, vov",0
vấn đề là tự ti và vọng ngoại đến từ đâu?,0
nói qc game lại tự ái,0
năm nay đông lào chắc vào tận chung kết quơn cấp mới mong đủ liều mocphin cho lũ cừu cáo ngơ !,2
sống chậm thoii các bạn 🙁,0
có cc nè em,2
có sổ hộ nghèo nên được miễn giảm lỗi chính tả nhé!,0
trùm venus đây sao,0
trơ i ơi trơ i nga c nhiên chưa ông mươ i nâ y ô ng qua nh ngươ i chê t bă ng tiê ng no i cu a ô ng đo ui trơ i nga c nhiên chưa ông mươ i nâ y qua ng ca o râ t râ t la nhanh trơ i trơ i ta m ba chư i không la i ông ta đo nhe,2
báo chí gì mà nói sạo lộ liễu. nản,2
bác ăn gì con cúng,0
vô đây mà xem nha,0
comment,0
hung bui đắp pháo đất chơi thôi cậu ơi,0
phan hoài nhân có vẻ hay,0
muốn mua cái này ở đâu quản trị,0
chắc đợi mình sinh ra một lần nữa,0
v v gì dzay ape,0
from bảo yên with love,0
thế cơ á,0
"giống quá trời ơi,bên phải là hàng real,bên trái là hàng fake.",0
"đâu chỉ có hk, vietnam cũng cần tẩy chay nhỉ, vì có hẳn cả 2 sao ủng hộ đường lưỡi bò",1
vừa nhận được áo thích quá chời,0
"cái này gồm bảo tàng, trung tâm hội nghị quốc gia, khách sạn marriot, nó là 1 khu, mình nghĩ giá trên bao gồm tất cả.",0
"một xã hội cho dù có chiến thắng trên đường chính trị đi nữa , nếu nền luật pháp bị suy đồi . ắt hẳn xã hội đó sẽ đi về đâu .. ?",0
này mà lúc buồn xúm lại nghe cô nói chuyện chắc cười chết luôn á🤣,0
"tìm ra được thủ phạm trực tiếp hay gián tiếp giết người thì đã bốn người theo xác chết của người chết xuống âm phủ rồi ..trường tồn thật ,luật quả báo được thấy rõ ..hay nhất ,hiệu quả nhứt ,thành công nhất là thay đổi chế độ csvn và trung cộng thì h",2
đầu đuôi câu chuyện kết lại tên nhung ơi là nhung,0
huỳnh châu chết cdm thầy rồi,2
con lon giả,2
tình người,0
được vl luôn abe ạ,0
em không bình luận gì hết mà tự nhiên lên fan cứng nehh,0
phạm minh hải vcl,0
qua có đọc đây là chiêu trò pr mùa dịch nói vài ngày sẽ xin lỗi giờ thì 🙂🙂,0
xe cong tuc la cong tac.con xe dan tuc la dan den.bon bao ve chi la may con cho giu cua neu dan cho an thi no theo con quan cho no an thi no theo thoi bon cho hua ma,2
em có rùi à ạ,0
có lột cả va li ra như thế kia không,1
"mùa đông quảng cáo áo cộc tay ,nghe hợp lí",0
minh hoàng,0
"bố cái thằng ad, có cơ hội lại chả đầu cơ luôn ấy.",1
🤣🤣 nước cống với nước suối,0
aespa ăn gì mà chủ tus cay cay thế xin thưa rằng ăn pak😌,1
thì điệp khúc quan ngại lại vang lên nghe nhìu buồn nôn,0
mới lên tiếng là bị côn an đánh xịt máu mỏ rồi. chỉ chờ nợ ngập mặt hết tiền trả lương cho côn an. lúc đó mới hy vọng. ráng chờ 5 năm nữa thôi.,2
người tiên trị thật sự không khoe khoang chắc cú đâu bác ơi! người ta tiên trị bằn tâm linh kết hợp với thực tế. giọng của bác nói trơ trơ không thể hiện chút tâm linh nao toát ra trong người bác.,0
bác dũng 2 khóa thì cũng về được rồi t,0
"nhung ma chi chuu qua ,khâu nghiêp đo đep lam va co duyên nua",0
bi thuốc lào quê mà làm à tôi ra nông nỗi này,0
from mixigaming with big big lovee,0
chẳng làm gì cũng bị hiểu lầm😖,0
còn gượng được lúc nào thì ráng nha ông. tụi chau bỏ mê game vì. hài của ông á,0
chưi hây qua chi ơi.,0
anh tôi nay đã già rồi,0
abe hiểu ý học sinh quá!,0
sảm sì đú,1
nhung ơi là nhung,0
các bác sống nhanh vaicutt,1
oke chú độ ơi,0
"đoàn anh thư dìa quê cũng không yên, cẩn thận nha cô bé",0
trùng hợp thôi,0
đa số thực phẩm mà bọn quan lại ăn là an toàn .. chúng có ăn đồ chợ đéo đâu!,2
tộc trưởng bé nhất nhỉ?,0
add là cái lồn gì,1
"mỗi ngày thêm 4,5 công an thế này thì chết à",0
"coi mà cười muốn xĩu , dễ thương hết sức",0
tuấn nguyễn chúng tôi đánh giá rất cao trình độ nấu ăn của bạn,0
"hãy nói cái thằng cha 21 đó,toàn đi ăn nhà hàng chơi tennis, đi tá lả",0
"sau khi xem xong clip của chị minh hiếu , theo suy nghĩ của tôi , những người chuyển giới nói riêng và những người trong cộng đồng lgbt , họ rất giỏi và rất có nghị lực để vươn lên , và họ chứng tỏ cho mọi người biết rằng họ không phải là những người sống không có ích cho xã hội , điển hình ở đây là hương giang , lâm khánh chi , và mới đây là chị minh hiếu . tôi xin chúc cho các chị luôn luôn được sức khỏe dồi dào , hạnh phúc , và thật nhiều niềm vui trong cuộc sống.",0
vẫn cứ là okk thầy nhỉ,0
hết mie nó rừng vàng biển bạc rồi.,1
thế cơ á,0
0 26 tao kìa tụi bây vv,0
chỉ có tiền mới biết,0
lượng like lại nhắc về ký ức thầy ạ,0
tin rat hay,0
abe sonic v,0
dỗi vl . cay vl,0
i love cô minh hiếu,0
nhận order balo giá bèo,0
giọng cười phu thuê 😂,0
quan chuc nha nc lam gi co tien ung ho..chj co tien chon duoi dat thoi..ko gjam gui ngan hang so bj lô.😂😂,2
không phải dài hay lâu cứ học trung quốc cách trồng tham nhũng,0
kể cả biết tiếng cũng fai có phiên dịch fai không mọi người,1
thiện tai,0
anh bom đâu nhở không cà khịa nữa à,0
không có hoa hồng nếu không làm mà chỉ giỏi phá,0
nay ông nói hay,0
"biết nói gì đây, an bài rồi nên làm việc có phúc trước khi về với cát bụi!",0
nhật nam áo đỏ chứng tỏ yêu anh v,0
hè năm ngoái à,0
vẫn thua chàng trai có hàm răng trắng tinh này v,0
đang nói vấn đề j ý,0
dự tuyển ở đâu vậy,0
vài trăm nghìn luôn chứ,0
sờ má đồ !,0
hoàng sa,0
nguyễn đức thắng,0
chúc bộ tộc mixigaming năm mới vui vẻ,0
ủng hộ aba xoá kênh,0
tộc trưởng chất rất l anh ưii,0
thú vị,0
thần kinh tọa,1
lê minh tuấn cười,0
phương trang dạ chiều nay tôi cũng mới xem thời sự rồi ạ😅.,0
chuc bac luon mình de tiep tuc cong hien to lon cho dat nuoc à,0
tao cừ tao ỉa chảy,0
cơ bắp như này nè anh,0
hình như thiếu 4x 3,0
em sẽ sub cho abe kênh mới yên tâm nha abe,0
phần tiếp theo,0
ai lớp du chu cà mo 💔,0
😢😢,0
mong ty của các bạn vững bền,0
hài quá chị ơi,0
facebook not face v,0
nhin mat la biết đai du roi..chư đai gia noi j..vang da thi có..no wa pd oi,1
2 triệu nè. con chưa cả gội 🤭,0
trường giang nói mới tỉnh ra bạn à. chứ đâu ai ác như chị nhung bạn nói chết bh mới là mấy người xung quanh kìa haha.,2
khánh ngọc bỏ tù và phạt tiền c ạ. cách ly 14 ngày không thích thì phạt 14 tháng tù và 140tr,0
"con này nó giả tạo, m càng chứng tỏ m càng để cộng đồng mạng hiểu hơn về mày 1 kể lừa đảo, vừa khóc vừa cười hả",1
hết thời xuống núi lấy thun búng l n v,1
phạm việt 100 khuyến mãi thêm đạo đức của bạn à?,0
vũ thanh huyền ngta cũng đâu muốn đâu bạn,0
facebook chính linda,0
xin video bạn,0
èo,0
chi phối cả thế giới 🤧,0
"vậy tuỳ bạn, mình trong nghành mình biết, nếu bạn muốn con bạn có 1 miễn dịch yếu và tạm bợ thì banh cưs việc xài văcxin khác mình không nói nc mình nghèo mà dùng loại vacin này nhé, who nói là điều kiện môi trường của các nước đang phát triển thậm chí",0
con nay mat dai,2
tuổi ông mà dính côvi là xong đấy.,0
đã bắt được susan0175 v,0
sao ngu v bên kia éo chữa hiểu chưa con ngu,2
sting vô đầu,0
quốc khánh mồng 2 9 2025 mỗi người dân được 100k là có mùi khét rồi,2
tran thanh liem ngọc hà cười,0
cương đặng con người chứ con chó đâu,1
cố lên những người con việt nam,0
đưa mv lên top nào các bạn!,0
không hiểu người có não không lúc khỏe ăn chơi nhẩy múa sứ người chê bai đất nước đến lúc gặp họa thì chạy về quê hương đúng là lúc gặp họa mới biết đất nước nào là ân tình,1
anh tiệp về sớm quá chưa tắm biển với mình nữa,0
mode gam sena auto win,0
quá chuẩn giáo án luôn,0
thế mà hắn bảo ninh gọi đây là nội chiến không có bên nào thắng .hắn ta đúng là một kẻ hèn hạ đê tiện và ác độc !!,1
ông co noi gi đi nua thi ông cung không được chết trên đất nước việt nam đâu phẩn đô ng,2
pótay. cơm,0
"bắc kim thang, còn lâu mới sợ",0
bên ngoài hiền lành ngoan ngoãn bên trong đầy tiền,0
cười sặc cơm,0
chubodoifuyetvoiaolinhcuho,0
hay lắm mấy đứa,0
"hahaha mac cuoi thiet, hui xi lip o moi roi khung luon hahaha chui mà mac cuoi thiet.",0
bạn đui hay điếc mà kêu bả thua kiện 😂,1
lâm đình khoa buồn cười vcl hahhaa,0
im mẹ i,1
ai lớp du chu cờ mo,0
nghe mà tứk á 😌,0
sao không cách lý với chữa bên nước ngoài luôn đi nhỉ. v sang đó định cư rồi lúc dịch bệnh lại quay về việt nam để chữa trị. v,0
phu miền tây nói ngọng chữ v thành qu chứ chữ gốc là đi văng hoặc li văng chứ không ai viết là quăng cả.,0
mai ánh thi có nha em ơi ibx nha,0
đoàn văn ngọc sơn trung sì núp đót 3gagang,0
xin link gốc?,0
nhân ngày nhà giáo việt nam em cảm ơn thầy vì những giáo án xịn xò con bò,0
lúc nào tôi cũng ủng hộ dách 💁,0
khi nào tùng đủ 18 bán cho em nhé,0
ca i mă t nghê t ra như mâ t sô ga o â y.,0
phương loan trend của tít ngày xưa😂,0
thảo đào văn,0
đức phạm cái này hay vl,0
hom nay tôi da gap mot con ac mong that kinh khung. no khien tôi không the ngu nua ..,0
m tính chơi bê đê à,1
chuong pham có hai chữ khởi tố đó cụ,0
bay kênh rồi,0
mấy thằng lờ bị nhồi não suốt ngày chỉ đi canh bợ đít cho đám cộng sản đéo quan tâm tìm hiểu tin tức được mẹ gì vẫn vào bình luận như đúng rồi,2
cô minh hiếu duyên dáng dễ thương quá đii,0
nuôi ông già tốn bỉm sữa quá!!,0
cái mỏ l n trong làng hài khẩu nghiệp!,2
"lũ bất tài, vô dụng, học hành không lo, lo ăn chơi, lười biếng xong đổ cho xã hội đổ nát, nhà nước vô dụng .. xin lỗi chứ một chục cái nước mĩ cũng chả gánh nổi đám phá của tụi mày đâu",2
bắn chết mẹ nó đi,1
an mac kieu gi không hieu noi,0
cố lên nhé🥰,0
thôi bán mẹ luôn đất liền đi,0
"bài này bình thường hơn so với mấy bài trước nhiều,",0
chinh nguyen việt nam có cấm nhập cảnh đâu. vấn đề là khai báo và sau khi nhập cảnh thì đi cách ly ngay.,0
ôi 1 thằng bede,1
cảm ơn anh làm đầu đã cho e ăn tết ngon lành,0
nhắn tin ngọc trinh bạn tôi bên đó đừng đi bảr nhen 😌,0
3 9 nha thầy,0
chung quy lại những ai chưa đọc thông tư 01 2016 tt bca mà đã om sòm chửi đổng thì bị bác quốc dũng nắn gân cũng không ngoa v,0
t cũng có mà mãi không được 10 like 😅,0
phúc hưng clm,2
treo phòng vệ sinh nữa hả 😑,0
hàng đi air nên các bác khỏi lo dập date hay ôi thiu vì lúc nào hôi hổi date mới thui ạ kk 🤣🤣,0
không thể tưởng tượng nổi.. bọn chúng ăn bất chấp thủ đoạn,2
như này thì saoo,0
nhưng gọi biệt danh thôi đừng kèm tên bố mẹ!,0
xin vd,0
0 24,0
"chị này có gương mặt hơi giống công an sĩ ngọc ánh , giọng miền nam nghe dễ thương lắm. chất giọng rõ ràng",0
giỏi thì ở đâu mà chả có việc,0
lmht2020xthayba nha anh em,0
fa lúc nàyy 😊,0
đức hải,0
để hình con chó con heo bình tùm bậy tùm bạ. chửi anti thốn vl,2
.chúc mừng thầy nha 🎉,0
anh em đăng ký kênh youtube chính thức của hải nha,0
ảnh thu thập đc.,0
vui là chính,0
có ai đó hỏi tôi những điều này và tôi đã trả lời tương tự,0
oke bây bê,0
không còn 1 từ nào để diễn tả về hành động này,0
thiên đường xhcn là đây v,2
đem người đi bán..,0
yeah boiz v,0
nghe bác nói vui tai mà. mỗi người 1 chính kiến. bác cứ tiếp tục nhé.,0
hà mi đặng la i đ sai đi,0
đúng quá đúng anh eii,0
"sll 4,5k",0
😁,0
sống chậm thôi các bro,0
mày biết củ cặc không v,1
bavi,0
ngày trước nhận là người yêu khánh phương 😂😂🤪,0
xạo l n quen rồi bạn ơi. 😄,1
nhat ban 76 nhe quản trị,0
"toàn những thành phần bất hảo, ham ăn lười làm gánh nặng cho xã hội của mỹ thì nó mới đuổi chứ còn những tinh hoa phát triển cho đất nước nó thì nó còn bỏ tiền ra mua chuộc.",0
bài post này có nhiều quảng cáo 😂😂,0
nguyễn thanh,0
lớn mấy tuổi đầu rồi nói cho như thằng không não ?? vẫn cố làm trò ngu si của mình để câu view ?? não cá vàng éo hiểu sao được lm youtuber bệnh hoạn vcl chửi cho càng bị bệnh nặng,2
ngoài những giáo án xịn sò thì đây là những gì anh em ta sẽ tiếp thu được từ thầy. cám ơn thầy và xin đuỵt mọe thầy,0
"khoan nói chuyện xây cái cổng nhưng thằng add óc chó chó quá, người nghèo mà mày cái đéo gì cũng lấy ra làm chuẩn để không được làm cái này cái khác. bây giờ là cho người nghèo cái cần chứ không phải bỏ tiền vào mồm người nghèo, không là nghèo bền vững đấy.",1
nguyễn thuận ý kiến cá nhân thôi mà thử sáng tác cái mã bố nhà m à ?,1
yêu cô tôi kk,0
